objectid,NTA,Neighborhood,Borough,Postcode,Restaurant Name,Business Address,Bulding Number,Street,globalid,Seating Interest (Sidewalk/Roadway/Both),Legal Business Name,Doing Business As (DBA),Food Service Establishment Permit #,Sidewalk Dimensions (Length),Sidewalk Dimensions (Width),Sidewalk Dimensions (Area),Roadway Dimensions (Length),Roadway Dimensions (Width),Roadway Dimensions (Area),Approved for Sidewalk Seating,Approved for Roadway Seating,Qualify Alcohol,SLA Serial Number,SLA License Type,Landmark District or Building,landmarkDistrict_terms,healthCompliance_terms,Time of Submission,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,Zip Code,Neighborhood 2
3386,New Dorp-Midland Beach,New Dorp-Midland Beach,Staten Island,10306,Hook and Reel Cajun Seafood Restaurant,"2590 B Hylan Blvd. , Staten Island, NY",2590 B,Hylan Blvd.,{73738427-7fe1-4832-883a-66fc8ea83b35},sidewalk,Hook Reel Inc.,Hook and Reel,50075556,32,12,384,,,,yes,no,yes,1305579,OP,no,,yes,6/22/2020,40.569025,-74.111203,502,50,12804,,,,
3800,New Dorp-Midland Beach,New Dorp-Midland Beach,Staten Island,10306,97 favor taste,"235  new dorp lane, Staten Island, NY",1900-08-22T00:00:00.000,new dorp lane,{162a8c45-8c3c-419d-8b99-0175550461c7},sidewalk,97 favor taste restaurant inc,97 favor taste restaurant inc,50098839,58,39,2262,,,,yes,no,yes,1321942,OP,yes,yes,yes,6/22/2020,40.572851,-74.114193,502,50,122,5052593,5036370009,,
4357,New Dorp-Midland Beach,New Dorp-Midland Beach,Staten Island,10307,Pizzeria giove,"278 New dorp ln, Staten Island, NY",278,New dorp ln,{7B315137-D5AC-453B-8C91-95A287A5BC4A},both,Giove’s wood fires pizza,Pizzeria giove,41563707,38,8,304,28,8,224,yes,yes,yes,1255720,OP,no,,yes,6/23/2020,40.57216,-74.112943,502,50,134,5057559,5042190049,,
4917,New Dorp-Midland Beach,New Dorp-Midland Beach,Staten Island,10306,McDonald,"2154 Hylan blvd, Staten Island, NY",1905-11-23T00:00:00.000,Hylan blvd,{690D6A0F-889D-4D4C-8132-AC423643D2CD},sidewalk,LA QSC Restaurant Corp,McDonald,50001819,48,18,864,,,,yes,no,no,,,no,,yes,6/24/2020,40.577835,-74.102405,502,50,11202,5053558,5036910011,,
5095,New Dorp-Midland Beach,New Dorp-Midland Beach,Staten Island,10306,Johns deli,"173  New dorp lane , Staten Island, NY",1900-06-21T00:00:00.000,New dorp lane,{1FCC9CE0-6FD7-4415-8F14-1F6678D57E59},both,JD DELI & GROCERY CORP II,Johns deli,FA0209176,18,20,360,18,8,144,yes,yes,no,,,no,,yes,6/24/2020,40.573295,-74.115036,502,50,122,5052600,5036370025,,
5394,New Dorp-Midland Beach,New Dorp-Midland Beach,Staten Island,10306,SOBOL,"284 NEW DORP LANE, Staten Island, NY",1900-10-10T00:00:00.000,NEW DORP LANE,{8864d7ee-4753-48f2-80f3-f061fa377157},sidewalk,SOBOL OF NEW DORP LANE INC,SOBOL OF NEW DORP LANE INC,50087362,20,17,340,,,,yes,no,no,,,no,,yes,6/25/2020,40.572092,-74.112817,502,50,134,5057560,5042190052,,
86,New Springville-Bloomfield-Travis,New Springville-Bloomfield-Travis,Staten Island,10314,The Manor Restaurant,"917 Manor Road, Staten Island, NY",917,Manor Road,4d00374a-a2f0-485b-8e92-86e234759210,sidewalk,Manor Road Restaurant Corp,Manor Road Restaurant Corp,40803444,20,5,100,,,,yes,no,yes,1043298,OP,no,,yes,6/19/2020,40.604242,-74.120755,502,50,173,5017630,5007000008,,
2977,New Springville-Bloomfield-Travis,New Springville-Bloomfield-Travis,Staten Island,10314,Il Sapore Cafe,"10 Akron Street, Staten Island, NY",1900-01-10T00:00:00.000,Akron Street,{950cdf47-2753-4305-85fd-4a2f1a183b20},both,Gazzara Pizza Inc.,Il Sapore Cafe,50056559,4,30,120,20,30,600,yes,yes,no,,,no,,yes,6/21/2020,40.611738,-74.158831,502,50,29104,5104032,5015460005,,
4298,New Springville-Bloomfield-Travis,New Springville-Bloomfield-Travis,Staten Island,10314,Sanma Japanese Restaurant,"10  Akron st, Staten Island, NY",10,Akron st,{5CFF1A67-FB35-4A01-88EC-1AEFFD150488},both,Kiko lucky INC,Sanma Japanese Restaurant &bar,503734,35,6,210,40,8,320,yes,yes,yes,1304758,OP,no,,yes,6/23/2020,40.611738,-74.158831,502,50,29104,5104032,5015460005,,
192,Old Town-Dongan Hills-South Beach,Old Town-Dongan Hills-South Beach,Staten Island,10305,Lee's Tavern,"60  Hancock St, Staten Island, NY",60,Hancock St,f11a2617-c4da-4f91-8dac-5110754d3618,both,Lee's Tavern INC.,Lee's Tavern,41397316,74,9,666,30,8,240,yes,yes,yes,1043458,OP,no,,yes,6/19/2020,40.588851,-74.09534,502,50,9602,5049387,5033420026,,
913,Old Town-Dongan Hills-South Beach,Old Town-Dongan Hills-South Beach,Staten Island,10306,Zara Cafe Grill,"1995 Hylan Blvd, Staten Island, NY",1995,Hylan Blvd,5b611cfc-b13f-4321-86c3-aed500529699,both,1995 Han Blvd,1995 Hylan Restaurant Corp,50070120,55,15,825,45,8,360,yes,yes,yes,1314151,RW,no,,yes,6/19/2020,40.581391,-74.098267,502,50,11401,5051103,5035590001,,
1816,Old Town-Dongan Hills-South Beach,Old Town-Dongan Hills-South Beach,Staten Island,10305,Goodfellas Pizza,"1718 Hylan Blvd, Staten Island, NY",1718,Hylan Blvd,15d2571f-0d09-4916-8003-4b1139fe5949,sidewalk,OLD WORD RESTAURANT GROUP LLC,Goodfellas,41560644,40,5,200,,,,yes,no,yes,1246363,OP,no,,yes,6/19/2020,40.586968,-74.09169,502,50,70,5050040,5033790096,,
2171,Old Town-Dongan Hills-South Beach,Old Town-Dongan Hills-South Beach,Staten Island,10305,Cielo Ristorante,"1435 Hylan Boulevard , Staten Island, NY",1903-12-05T00:00:00.000,Hylan Boulevard,{aaa5aa99-c26e-4bd3-8ab5-2760bd7bafe8},both,Eclo inc,Cielo Ristorante,41316433,55,10,550,55,5,275,yes,yes,yes,1316386,OP,no,,yes,6/20/2020,40.593329,-74.086942,502,50,9601,5107518,5033260052,,
4533,Old Town-Dongan Hills-South Beach,Old Town-Dongan Hills-South Beach,Staten Island,10305,Lobsterhousejoes,"1898 Hylan Blvd , Staten Island, NY",1898,Hylan Blvd,{62EFB66F-39C8-4DBF-8943-DB1E61103CE0},sidewalk,Four girls fish market,Lobsterhousejoes,41603129,40,6,240,,,,yes,no,yes,1105862,RW,no,,yes,6/23/2020,40.583273,-74.095868,502,50,11201,5053044,5036570001,,
5441,Old Town-Dongan Hills-South Beach,Old Town-Dongan Hills-South Beach,Staten Island,10305,Trattoria Romana Inc,"1474-1476 Hylan Blvd, Staten Island, NY",1474-1476,Hylan Blvd,{794AB8DC-4FC7-4469-8686-6656B1FBE633},sidewalk,Trattoria Romana Inc,Trattoria Romana Inc,40398531,42,15,630,,,,yes,no,yes,1043107,OP,no,,yes,6/25/2020,40.592461,-74.087272,502,50,70,5049532,5033500002,,
1645,Port Richmond,Port Richmond,Staten Island,10302,La tuna inc,"68 Van riper st , Staten Island, NY",68,Van riper st,3ac6a971-fb1d-4488-840c-7ede5cebed1b,sidewalk,La tuna inc,La tuna inc,50083922,44,12,528,,,,yes,no,yes,1313003,RW,no,,yes,6/19/2020,40.626122,-74.143738,501,49,247,5129799,5011400082,,
1714,Port Richmond,Port Richmond,Staten Island,10302,Cafe Con Pan,"137 Port Richmond Avenue, Staten Island, NY",137,Port Richmond Avenue,2ebfb35a-1904-4a7d-8c83-54761bf4c81c,sidewalk,Cafe Con Pan Bakery & Restaurant Corp. II,Cafe Con Pan Bakery & Restaurant Corp. II,41397825,8,14,112,,,,yes,no,yes,1226998,OP,no,,yes,6/19/2020,40.637766,-74.133516,501,49,207,5023968,5010220002,,
6762,Port Richmond,Port Richmond,Staten Island,10302,Lobito Restaurant Inc,"330 Heberton Ave, Staten Island, NY",1900-11-25T00:00:00.000,Heberton Ave,{9C5BDC13-0B62-440D-8618-A21833E4EBC7},sidewalk,Lobito Restaurant Inc,Lobito Restaurant Inc,50060115,55,4,220,,,,yes,no,yes,1302119,OP,no,,yes,7/1/2020,40.632963,-74.133942,501,49,213,5093472,5010370053,,
809,Stapleton-Rosebank,Stapleton-Rosebank,Staten Island,10301,The Flagship Brewing Company,"40 Minthorne Street, Staten Island, NY",40,Minthorne Street,d2488f90-3692-48ef-8d7f-c953eb10af21,both,Gordon James LLC,The Flagship Brewing Company,19848,10,50,500,8,50,400,yes,yes,yes,1309172,MR,no,,yes,6/19/2020,40.636727,-74.075656,501,49,21,5000000,5004970001,,
939,Stapleton-Rosebank,Stapleton-Rosebank,Staten Island,10304,The Coupe,"379 Van Duzer St., Staten Island, NY",379,Van Duzer St.,cf46e67f-0ff7-4768-80ef-fda63d141c54,both,381 Van Duzer LLC,The Coupe,50069662,19,3,57,19,8,152,yes,yes,yes,B0862543,OP,no,,yes,6/19/2020,40.628844,-74.079816,501,49,21,5013694,5005210092,,
1841,Stapleton-Rosebank,Stapleton-Rosebank,Staten Island,10305,Sofia’s taqueria,"977 Bay Street , Staten Island, NY",977,Bay Street,7fa48399-15bb-4d59-8b20-262dda5a9c99,sidewalk,Sofia’s taqueria llc,Sofia’s taqueria llc,50086033,25,4,100,,,,yes,no,yes,1313794,OP,no,,yes,6/19/2020,40.6187,-74.069513,501,49,6,5042107,5028230010,,
2383,Stapleton-Rosebank,Stapleton-Rosebank,Staten Island,10305,The Phunky Elephant Gastropub,"1271 Bay st, Staten Island, NY",1903-06-24T00:00:00.000,Bay st,{8a8247cc-a9b2-4241-892d-5894f21e4e65},both,Gaja Inc.,The Phunky Elephant Gastropub,41687950,18,3,54,18,5,90,yes,yes,yes,1261985,OP,no,,yes,6/20/2020,40.612464,-74.064921,501,49,6,5042262,5028320106,,
2612,Stapleton-Rosebank,Stapleton-Rosebank,Staten Island,10304,Vinum Wine Bar,"704 Bay st, Staten Island, NY",1901-12-04T00:00:00.000,Bay st,{42d2e740-ac7b-43f2-8cd5-44e464f272a8},roadway,Vinum LLC,Vinum Wine Bar,50070464,,,,30,8,240,no,yes,yes,1303805,OP,no,,yes,6/20/2020,40.624894,-74.07466,501,49,27,5013825,5005280048,,
2901,Stapleton-Rosebank,Stapleton-Rosebank,Staten Island,10301,Bayou Restaurant,"1072 Bay Street, Staten Island, NY",1902-12-07T00:00:00.000,Bay Street,{a4c90982-d67b-490e-8225-dd6193df9f0f},both,Cajun Restaurant Corp,Bayou,40974392,30,10,300,30,8,240,yes,yes,yes,1139048,OP,no,,yes,6/21/2020,40.616903,-74.068221,501,49,8,5042579,5028450031,,
3509,Stapleton-Rosebank,Stapleton-Rosebank,Staten Island,10305,Bin 5,"1233 Bay Street, Staten Island, NY",1903-05-17T00:00:00.000,Bay Street,{1ce554fd-97ec-4c65-833e-d9c8c9a7f0a3},sidewalk,Bin 5 LLC,Bin 5 LLC,50039305,34,4,136,,,,yes,no,yes,1287442,OP,no,,yes,6/22/2020,40.613196,-74.065462,501,49,6,5042210,5028310014,,
4832,Stapleton-Rosebank,Stapleton-Rosebank,Staten Island,10305,Maizal Restaurant,"990 Bay Street, Staten Island, NY",1902-09-16T00:00:00.000,Bay Street,{96E48687-82FE-4CBD-8D6C-5952DAA5F9CA},roadway,Maizal Restaurant LLC,Maizal Restaurant,41472400,,,,25,8,200,no,yes,yes,1236959,OP,no,,yes,6/24/2020,40.618437,-74.069343,501,49,8,5042490,5028420071,,
5338,Stapleton-Rosebank,Stapleton-Rosebank,Staten Island,10301,CRAFT HOUSE,"60-62 VAN DUZER ST, Staten Island, NY",60-62,VAN DUZER ST,{06B2B57B-DECF-4424-8BBC-1C07F27E23EE},both,CRAFT HOUSE INC,CRAFT HOUSE INC,50010594,22,5,110,55,8,440,yes,yes,yes,1316338,OP,no,,yes,6/25/2020,40.636698,-74.077411,501,49,21,5013269,5004990017,,
5711,Stapleton-Rosebank,Stapleton-Rosebank,Staten Island,10305,Js On The Bay,"1189  Bay Street , Staten Island, NY",1903-04-03T00:00:00.000,Bay Street,{9F2EFA16-84D3-4AEF-8E0C-5C66528CF59C},both,Js On The Bay,Js On The Bay,50015893,26,6,156,26,8,208,yes,yes,yes,1312052,OP,yes,yes,yes,6/26/2020,40.614384,-74.066338,501,49,6,5042132,5028290002,,
6374,Stapleton-Rosebank,Stapleton-Rosebank,Staten Island,10301,TAKE MONEY AFTER HOURS,"192  Bay Street, Staten Island, NY",192,Bay Street,{851CD346-9FFA-42E9-89E1-E246ADC18417},both,TAKE MONEY AFTER HOURS LLC,TAKE MONEY AFTER HOURS,50102939,10,9,90,10,8,80,yes,yes,no,,,no,,yes,6/29/2020,40.637338,-74.076698,501,49,21,5013252,5004980059,,
6500,Stapleton-Rosebank,Stapleton-Rosebank,Staten Island,10305,Maizal Restaurant,"990 Bay Street, Staten Island, NY",1902-09-16T00:00:00.000,Bay Street,{B4045A58-0F22-4373-8A84-04C3D60DB607},both,Maizal Restaurant LLC,Maizal Restaurant LLC,41472400,25,5,125,25,8,200,yes,yes,yes,1236959,OP,no,,yes,6/30/2020,40.618437,-74.069343,501,49,8,5042490,5028420071,,
1054,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Staten Island,10314,Miller’s Ale House,"2883 Richmond ave , Staten Island, NY",2883,Richmond ave,2b5cefa6-f7ad-4dfc-84ed-c2323a726ab0,both,Miller’s Ale House,Miller’s Ale House,50003701,25,7,175,50,40,2000,yes,yes,yes,1264933,OP,no,,yes,6/19/2020,40.575922,-74.169793,502,51,27702,5000000,5024600098,,
1427,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Staten Island,10314,Holy Schnitzel,"438 Nome Ave , Staten Island, NY",438,Nome Ave,d40a36e7-a86a-48bf-8b8c-31efb99412ee,sidewalk,Shabat Catering LLC,Shabat Catering LLC,50094590,36,5,180,,,,yes,no,no,,,no,,yes,6/19/2020,40.589811,-74.164284,502,51,27706,5111196,5024020024,,
2623,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Staten Island,10306,Casa Verde,"3471 Richmond Road, Staten Island, NY",1909-07-02T00:00:00.000,Richmond Road,{bf0a2c9d-6021-43cc-8e93-df80a1c73a16},sidewalk,1216 South Railroad Avenue LLC,1216 South Railroad Avenue LLC,41695054,68,12,816,,,,yes,no,yes,1265515,RW,no,,yes,6/20/2020,40.572986,-74.136457,502,50,279,5000000,5022790049,,
2756,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Staten Island,10306,Amadeus restaurant,"2481  richmond rd, Staten Island, NY",1906-10-16T00:00:00.000,richmond rd,{5b05de4b-ea46-4500-82a5-90079a49e785},sidewalk,B&L restaurant inc,Amadeus restaurant,50075590,26,5,130,,,,yes,no,no,,,no,,yes,6/21/2020,40.575391,-74.120926,502,50,181,5023385,5009420042,,
3307,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Staten Island,10314,Gino's Villa Monte Pizzeria and Restaurant,"2811  Richmond Ave, Staten Island, NY",1907-09-11T00:00:00.000,Richmond Ave,{feb0b57a-eb10-4cc3-8a41-533538dff94c},sidewalk,Ginos DeMontepertuso Pizzeria & Restaurant Inc.,Ginos DeMontepertuso Pizzeria & Restaurant Inc.,41630891,30,10,300,,,,yes,no,yes,1043292,RW,no,,yes,6/22/2020,40.578132,-74.169644,502,51,27702,5159903,5024400002,,
4149,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Staten Island,10306,Casa Verde,"3471 Richmond Road, Staten Island, NY",1909-07-02T00:00:00.000,Richmond Road,{A5E673C5-83B8-4F91-8E24-F6D0374DCDF5},sidewalk,1216 South Railroad Avenue LLC,Casa Verde,41695054,68,12,816,,,,yes,no,yes,1265515,RW,no,,yes,6/23/2020,40.572986,-74.136457,502,50,279,5000000,5022790049,,
4563,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Staten Island,10307,Mark’s Bake Shoppe,"3479  Richmond Road, Staten Island, NY",3479,Richmond Road,{7B438277-B9B8-470A-8032-E2DE9F86C6ED},sidewalk,"Mark’s Bake Shoppe, Inc","Mark’s Bake Shoppe, Inc",50062863,13,5,65,,,,yes,no,no,,,no,,yes,6/23/2020,40.572952,-74.136734,502,50,279,5151790,5022790056,,
6078,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Staten Island,10314,Outback Steakhouse,"280 Marsh Avenue, Staten Island, NY",1900-10-06T00:00:00.000,Marsh Avenue,{4A0B933D-4C66-4D81-8A52-C7709E26B058},sidewalk,"Outback Steakhouse Of Florida,LLC","Outback Steakhouse Of Florida,LLC",41485154,20,10,200,,,,yes,no,yes,1179730,OP,no,,yes,6/27/2020,40.577149,-74.164065,502,51,27702,5039659,5024000300,,
1241,West New Brighton-New Brighton-St. George,West New Brighton-New Brighton-St. George,Staten Island,10310,Funky-monkey bar,"1205 Forest av, Staten Island, NY",1205,Forest av,c192027f-1957-4f83-8988-4255bd222013,both,The Monkey bar in Staten Island inc,The Monkey bar in Staten Island inc,50045516,10,12,120,15,8,120,yes,yes,yes,1287652,OP,no,,yes,6/19/2020,40.626407,-74.130244,501,49,141,5006484,5002380203,,
2051,West New Brighton-New Brighton-St. George,West New Brighton-New Brighton-St. George,Staten Island,10301,PIER 76,"76  BAY STREET, Staten Island, NY",76,BAY STREET,{0193fd06-1693-444b-86c0-d3d7a2f95862},sidewalk,PIER 76 INC,PIER 76,41448021,52,7,364,,,,yes,no,yes,1222275,OP,no,,yes,6/20/2020,40.640292,-74.075628,501,49,3,5000037,5000050113,,
2885,West New Brighton-New Brighton-St. George,West New Brighton-New Brighton-St. George,Staten Island,10301,Beso Restaurant,"11 Schuyler street, Staten Island, NY",1900-01-11T00:00:00.000,Schuyler street,{52dfbc00-db25-4c0e-8d4c-738912e8c909},both,11 Schuyler St. Corp.,Beso,41311453,30,10,300,30,8,240,yes,yes,yes,1196213,OP,no,,yes,6/21/2020,40.643357,-74.07654,501,49,3,5000065,5000070050,,
3440,West New Brighton-New Brighton-St. George,West New Brighton-New Brighton-St. George,Staten Island,10301,Marie’s 2,"5 Hyatt st, Staten Island, NY",1900-01-05T00:00:00.000,Hyatt st,{252400b1-0a24-41e6-8ea9-676bc939a7b9},sidewalk,Marie’s 2 corp,Marie’s 2,50060710,18,16,288,,,,yes,no,yes,1305468,OP,no,,yes,6/22/2020,40.64218,-74.07661,501,49,3,5000086,5000080086,,
4013,West New Brighton-New Brighton-St. George,West New Brighton-New Brighton-St. George,Staten Island,10301,SHORTY'S ROTI SHOP,"65 Victory Blvd , Staten Island, NY",1900-03-05T00:00:00.000,Victory Blvd,{cffa3138-1696-42ac-8d30-15c863b3e490},sidewalk,Shorty's Roti Shop,Shorty's Roti Shop,50072710,18,18,324,,,,yes,no,no,,,no,,yes,6/22/2020,40.638193,-74.078188,501,49,11,5000286,5000170123,,
6244,West New Brighton-New Brighton-St. George,West New Brighton-New Brighton-St. George,Staten Island,10301,Marie’s 2,"5 Hyatt st, Staten Island, NY",5,Hyatt st,{E1A168AD-6D4C-4A37-826C-49CAC8C0B541},roadway,Marie’s 2 corp,Marie’s 2 corp,50060710,,,,15,8,120,no,yes,yes,1305468,OP,no,,yes,6/29/2020,40.64218,-74.07661,501,49,3,5000086,5000080086,,
6628,West New Brighton-New Brighton-St. George,West New Brighton-New Brighton-St. George,Staten Island,10301,SI Fish & More Inc,"137  Montgomery Avenue , Staten Island, NY",1900-05-16T00:00:00.000,Montgomery Avenue,{8D6378B9-588F-42DE-8FB5-562360D22750},both,SI Fish & More Inc,SI Fish & More Inc,50045828,29,12,348,29,8,232,yes,yes,no,,,no,,yes,6/30/2020,40.638888,-74.07808,501,49,3,5095122,5000160004,,
137,Westerleigh,Westerleigh,Staten Island,10314,Pepper Jack Grill,"316 Manor Road, Staten Island, NY",316,Manor Road,b3f08a2e-ecab-4ac7-841d-7836ab126407,sidewalk,Tarin Food Corp,The Local,415647788,20,5,100,,,,yes,no,yes,1248901,OP,no,,yes,6/19/2020,40.620343,-74.12359,501,50,151,5010156,5003650007,,
815,Westerleigh,Westerleigh,Staten Island,10314,Staten Island diner,"1877 Victory Blvd , Staten Island, NY",1877,Victory Blvd,ef3b847f-684c-4d2e-88cf-235fd8daa180,sidewalk,GO-TED CORP.,Staten Island diner z,41235694,25,20,500,,,,yes,no,yes,1227945,RW,no,,yes,6/19/2020,40.612819,-74.126367,501,50,151,5010509,5003730020,,
1342,Westerleigh,Westerleigh,Staten Island,10310,Call it a wrap,"1198b Forest av , Staten Island, NY",1198b,Forest av,e412d5f4-ee16-46c3-8f0f-1a8e1e6408b3,sidewalk,Call it a wrap LLC,Call it a wrap LLC,41531196,60,18,1080,,,,yes,no,no,,,no,,yes,6/19/2020,40.62644,-74.129851,501,49,151,5009719,5003540069,,
1701,Westerleigh,Westerleigh,Staten Island,10310,Don Chucho Restaurant,"1112 Forest Ave, Staten Island, NY",1112,Forest Ave,5caad92e-cf53-482e-80a0-e2a6bb45f169,sidewalk,Don Chucho Inc,Don Chucho Inc,50067284,45,10,450,,,,yes,no,yes,1304584,OP,no,,yes,6/19/2020,40.626836,-74.127013,501,49,151,5009656,5003520047,,
1775,Westerleigh,Westerleigh,Staten Island,10314,Rumi Cafe,"1881 Victory Blvd, Staten Island, NY",1881,Victory Blvd,1da22785-273d-4299-8bf5-e9355b418212,sidewalk,Rumi Cafe Inc,Rumi Cafe Inc,50059483,15,12,180,,,,yes,no,no,,,no,,yes,6/19/2020,40.612808,-74.126497,501,50,151,5010511,5003730022,,
1983,Westerleigh,Westerleigh,Staten Island,10314,The Beer Garden,"1883 Victory Blvd , Staten Island, NY",1883,Victory Blvd,{feb3ef6d-ad85-4f91-896a-7b23053b7fa0},sidewalk,TARG enterprises inc,The Beer Garden,41684536,24,24,576,,,,yes,no,yes,1262790,OP,no,,yes,6/19/2020,40.612805,-74.126558,501,50,151,5010512,5003730023,,
2166,Westerleigh,Westerleigh,Staten Island,10314,Joe & Pat’s Pizzeria & Restaurant,"1758 Victory Blvd, Staten Island, NY",1758,Victory Blvd,{bdca7ec7-fb83-4fea-811a-afaeea30bdf1},sidewalk,Joe & Pat’s Pizzeria & Restaurant LLC,Joe & Pat’s Pizzeria & Restaurant,50061281,6,45,270,,,,yes,no,yes,1301762,OP,no,,yes,6/20/2020,40.613098,-74.122172,501,49,16901,5151114,5007070001,,
3513,Westerleigh,Westerleigh,Staten Island,10314,New Kings Pizzeria & Restaurant inc,"2212 Victory Blvd, Staten Island, NY",1906-01-20T00:00:00.000,Victory Blvd,{7a329e17-b9f4-44f2-8062-cc67221dd8d7},sidewalk,New Kings Pizzeria & Restaurant Inc,New Kings Pizzeria & Restaurant Inc,50104302,17,6,102,,,,yes,no,no,,,no,,yes,6/22/2020,40.612052,-74.137232,501,50,18901,5018627,5007350081,,
241,Alphabet City,Alphabet City,Manhattan,10009,LUCIEN,"14  1st Avenie, Manhattan, NY",14,1st Avenie,2217c903-7e5e-44fa-8600-4ee43cc63aeb,sidewalk,"Requisite Bootie, Inc",LUCIEN,40662196,33,6,198,,,,yes,no,yes,1024348,OP,no,,yes,6/19/2020,,,,,,,,,
600,Alphabet City,Alphabet City,Manhattan,10009,Dian Kitchen,"435 435 East 9th St, Manhattan, NY",435,435 East 9th St,3d8d0cfb-fd12-4715-81b9-2062d74309b7,both,"Dian Kitchen, LLC","Dian Kitchen, LLC",50070884,10,13,130,10,9,90,yes,yes,no,,,no,,yes,6/19/2020,,,,,,,,,
942,Alphabet City,Alphabet City,Manhattan,10009,The Hairy Lemon,"28/30 Avenue B, Manhattan, NY",28/30,Avenue B,352e227b-067a-4284-82b5-ad49b106cfde,both,Galmac LLC,The Hairy Lemon,50069729,26,4,104,35,8,280,yes,yes,yes,1304609,OP,no,,yes,6/19/2020,,,,,,,,,
1158,Alphabet City,Alphabet City,Manhattan,10009,Ama Raw Bar,"190  12th street ave b, Manhattan, NY",190,12th street ave b,5adaa58d-0728-491a-815e-637278c4f777,both,Ama food Group llc,Ama raw bar,50099907,14,26,364,8,26,208,yes,yes,yes,1320934,OP,no,,yes,6/19/2020,,,,,,,,,
1392,Alphabet City,Alphabet City,Manhattan,10009,Pylos Restaurant,"128 E 7th, Manhattan, NY",128,E 7th,6cde9431-f090-41e4-865f-1cb46057d8ad,both,128 Mac Corp,Pylos Restaurant,41001677,14,14,196,14,8,112,yes,yes,yes,1140592,RW,no,,yes,6/19/2020,,,,,,,,,
1482,Alphabet City,Alphabet City,Manhattan,10009,Pineapple Club,"509 6th street, Manhattan, NY",509,6th street,48aa9695-006d-49b6-86b1-2f7cfb96c01a,both,Pineapple Club llc,Pineapple Club LLC,23002314,16,27,432,7,27,189,yes,yes,yes,1321229,OP,no,,yes,6/19/2020,,,,,,,,,
1959,Alphabet City,Alphabet City,Manhattan,10009,Caravan of Dreams,"405 East 6th, Manhattan, NY",405,East 6th,f2f54420-0cde-40f3-8fde-f1335947272e,roadway,"The House of Health, Healing and Happiness Inc.","The House of Health, Healing and Happiness Inc.",40635781,,,,21,9,189,no,yes,yes,1275274,OP,no,,yes,6/19/2020,,,,,,,,,
